question_id,hops,hits_at_1,f1,proved
mq2_8,2,True,1.0,True
mq2_9,2,True,1.0,True
mq2_10,2,True,1.0,True
mq2_11,2,True,1.0,True
mq2_12,2,True,1.0,True
mq2_13,2,True,1.0,True
mq2_14,2,False,0.0,False
mq2_15,2,True,1.0,True
mq2_16,2,True,1.0,True
mq2_17,2,True,1.0,True
mq2_18,2,True,1.0,True
mq2_19,2,False,0.0,False
mq2_20,2,False,0.0,False
mq2_21,2,True,1.0,True
mq2_22,2,False,0.0,False
mq2_23,2,True,1.0,True
mq2_24,2,False,0.0,False
mq2_25,2,True,1.0,True
mq2_26,2,True,1.0,True
mq2_27,2,True,1.0,True
mq2_28,2,True,1.0,True
mq2_29,2,True,1.0,True
mq2_30,2,True,1.0,True
mq2_31,2,True,1.0,True
mq2_32,2,True,1.0,True
mq2_33,2,True,1.0,True
mq2_34,2,True,1.0,True
mq2_35,2,True,1.0,True
mq2_36,2,True,1.0,True
mq2_37,2,False,0.0,False
mq2_38,2,True,1.0,True
mq2_39,2,True,1.0,True
mq2_40,2,True,1.0,True
mq2_41,2,True,1.0,True
mq2_42,2,True,1.0,True
mq2_43,2,True,1.0,True
mq2_44,2,True,1.0,True
mq2_45,2,True,1.0,True
mq2_46,2,True,1.0,True
mq2_47,2,True,1.0,True
mq2_48,2,True,1.0,True
mq2_49,2,True,1.0,True
mq2_50,2,True,1.0,True
mq2_51,2,True,1.0,True
mq2_52,2,True,1.0,True
mq2_53,2,True,1.0,True
mq2_54,2,True,1.0,True
mq2_55,2,False,0.0,False
mq2_56,2,True,1.0,True
mq2_57,2,True,1.0,True
mq2_58,2,False,0.0,False
mq2_59,2,True,1.0,True
mq2_60,2,False,0.0,False
mq2_61,2,True,1.0,True
mq2_62,2,True,1.0,True
mq2_63,2,False,0.0,False
mq2_64,2,True,1.0,True
mq2_65,2,False,0.0,False
mq2_66,2,True,1.0,True
mq2_67,2,True,1.0,True
mq2_68,2,True,1.0,True
mq2_69,2,True,1.0,True
mq2_70,2,False,0.0,False
mq2_71,2,True,1.0,True
mq2_72,2,True,1.0,True
mq2_73,2,True,1.0,True
mq2_74,2,True,1.0,True
mq2_75,2,True,1.0,True
mq2_76,2,True,1.0,True
mq2_77,2,True,1.0,True
mq2_78,2,True,1.0,True
mq2_79,2,True,1.0,True
mq2_80,2,True,1.0,True
mq2_81,2,True,1.0,True
mq2_82,2,False,0.0,False
mq2_83,2,True,1.0,True
mq2_84,2,True,1.0,True
mq2_85,2,True,1.0,True
mq2_86,2,True,1.0,True
mq2_87,2,True,1.0,True
mq2_88,2,True,1.0,True
mq2_89,2,True,1.0,True
mq2_90,2,True,1.0,True
mq2_91,2,True,1.0,True
mq2_92,2,True,1.0,True
mq2_93,2,False,0.0,False
mq2_94,2,True,1.0,True
mq2_95,2,True,1.0,True
mq2_96,2,True,1.0,True
mq2_97,2,True,1.0,True
mq2_98,2,True,1.0,True
mq2_99,2,True,1.0,True
mq2_100,2,True,1.0,True
mq2_101,2,False,0.0,False
mq2_102,2,True,1.0,True
mq2_103,2,True,1.0,True
mq2_104,2,True,1.0,True
mq2_105,2,True,1.0,True
mq2_106,2,True,1.0,True
mq2_107,2,True,1.0,True
mq2_108,2,True,1.0,True
mq2_109,2,False,0.0,False
mq2_110,2,True,1.0,True
mq2_111,2,False,0.0,False
mq2_112,2,True,1.0,True
mq2_113,2,True,1.0,True
mq2_114,2,True,1.0,True
mq2_115,2,True,1.0,True
mq2_116,2,False,0.0,False
mq2_117,2,True,1.0,True
mq2_118,2,True,1.0,True
mq2_119,2,True,1.0,True
mq2_120,2,True,1.0,True
mq2_121,2,True,1.0,True
mq2_122,2,True,1.0,True
mq2_123,2,False,0.0,False
mq2_124,2,True,1.0,True
mq2_125,2,True,1.0,True
mq2_126,2,True,1.0,True
mq2_127,2,True,1.0,True
mq2_128,2,False,0.0,False
mq2_129,2,True,1.0,True
mq2_130,2,True,1.0,True
mq2_131,2,True,1.0,True
mq2_132,2,True,1.0,True
mq2_133,2,True,1.0,True
mq2_134,2,True,1.0,True
mq2_135,2,True,1.0,True
mq2_136,2,True,1.0,True
mq2_137,2,True,1.0,True
mq2_138,2,True,1.0,True
mq2_139,2,True,1.0,True
mq2_140,2,True,1.0,True
mq2_141,2,True,1.0,True
mq2_142,2,True,1.0,True
mq2_143,2,True,1.0,True
mq2_144,2,False,0.0,False
mq2_145,2,True,1.0,True
mq2_146,2,True,1.0,True
mq2_147,2,True,1.0,True
mq2_148,2,False,0.0,False
mq2_149,2,True,1.0,True
mq3_0,3,True,1.0,True
mq3_1,3,True,1.0,True
mq3_2,3,True,1.0,True
mq3_3,3,True,1.0,True
mq3_4,3,True,1.0,True
mq3_5,3,True,1.0,True
mq3_6,3,False,0.0,False
mq3_7,3,True,1.0,True
mq3_8,3,True,1.0,True
mq3_9,3,True,1.0,True
mq3_10,3,True,1.0,True
mq3_11,3,True,1.0,True
mq3_12,3,True,1.0,True
mq3_13,3,True,1.0,True
mq3_14,3,True,1.0,True
mq3_15,3,True,1.0,True
mq3_16,3,True,1.0,True
mq3_17,3,False,0.0,False
mq3_18,3,True,1.0,True
mq3_19,3,True,1.0,True
mq3_20,3,False,0.0,False
mq3_21,3,True,1.0,True
mq3_22,3,True,1.0,True
mq3_23,3,True,1.0,True
mq3_24,3,False,0.0,False
mq3_25,3,True,1.0,True
mq3_26,3,True,1.0,True
mq3_27,3,False,0.0,False
mq3_28,3,True,1.0,True
mq3_29,3,True,1.0,True
mq3_30,3,True,1.0,True
mq3_31,3,True,1.0,True
mq3_32,3,True,1.0,True
mq3_33,3,True,1.0,True
mq3_34,3,True,1.0,True
mq3_35,3,False,0.0,False
mq3_36,3,False,0.0,False
mq3_37,3,True,1.0,True
mq3_38,3,False,0.0,False
mq3_39,3,True,1.0,True
mq3_40,3,False,0.0,False
mq3_41,3,True,1.0,True
mq3_42,3,True,1.0,True
mq3_43,3,True,1.0,True
mq3_44,3,True,1.0,True
mq3_45,3,True,1.0,True
mq3_46,3,True,1.0,True
mq3_47,3,True,1.0,True
mq3_48,3,True,1.0,True
mq3_49,3,True,1.0,True
mq3_50,3,True,1.0,True
mq3_51,3,True,1.0,True
mq3_52,3,True,1.0,True
mq3_53,3,True,1.0,True
mq3_54,3,False,0.0,False
mq3_55,3,True,1.0,True
mq3_56,3,True,1.0,True
mq3_57,3,True,1.0,True
mq3_58,3,True,1.0,True
mq3_59,3,False,0.0,False
mq3_60,3,True,1.0,True
mq3_61,3,True,1.0,True
mq3_62,3,True,1.0,True
mq3_63,3,True,1.0,True
mq3_64,3,True,1.0,True
mq3_65,3,False,0.0,False
mq3_66,3,True,1.0,True
mq3_67,3,True,1.0,True
mq3_68,3,True,1.0,True
mq3_69,3,True,1.0,True
mq3_70,3,True,1.0,True
mq3_71,3,True,1.0,True
mq3_72,3,True,1.0,True
mq3_73,3,True,1.0,True
mq3_74,3,True,1.0,True
mq3_75,3,True,1.0,True
mq3_76,3,False,0.0,False
mq3_77,3,False,0.0,False
mq3_78,3,True,1.0,True
mq3_79,3,True,1.0,True
mq3_80,3,True,1.0,True
mq3_81,3,True,1.0,True
mq3_82,3,True,1.0,True
mq3_83,3,True,1.0,True
mq3_84,3,True,1.0,True
mq3_85,3,True,1.0,True
mq3_86,3,True,1.0,True
mq3_87,3,True,1.0,True
mq3_88,3,True,1.0,True
mq3_89,3,True,1.0,True
mq3_90,3,True,1.0,True
mq3_91,3,True,1.0,True
mq3_92,3,True,1.0,True
mq3_93,3,False,0.0,False
mq3_94,3,True,1.0,True
mq3_95,3,True,1.0,True
mq3_96,3,True,1.0,True
mq3_97,3,True,1.0,True
mq3_98,3,True,1.0,True
mq3_99,3,True,1.0,True
mq3_100,3,True,1.0,True
mq3_101,3,True,1.0,True
mq3_102,3,True,1.0,True
mq3_103,3,True,1.0,True
mq3_104,3,True,1.0,True
mq3_105,3,True,1.0,True
mq3_106,3,True,1.0,True
mq3_107,3,True,1.0,True
mq3_108,3,False,0.0,False
mq3_109,3,True,1.0,True
mq3_110,3,True,1.0,True
mq3_111,3,True,1.0,True
mq3_112,3,True,1.0,True
mq3_113,3,True,1.0,True
mq3_114,3,True,1.0,True
mq3_115,3,False,0.0,False
mq3_116,3,False,0.0,False
mq3_117,3,True,1.0,True
mq3_118,3,True,1.0,True
mq3_119,3,True,1.0,True
mq3_120,3,True,1.0,True
mq3_121,3,True,1.0,True
mq3_122,3,True,1.0,True
mq3_123,3,True,1.0,True
mq3_124,3,False,0.0,False
mq3_125,3,False,0.0,False
mq3_126,3,False,0.0,False
mq3_127,3,True,1.0,True
mq3_128,3,True,1.0,True
mq3_129,3,True,1.0,True
mq3_130,3,True,1.0,True
mq3_131,3,True,1.0,True
mq3_132,3,True,1.0,True
mq3_133,3,True,1.0,True
mq3_134,3,False,0.0,False
mq3_135,3,True,1.0,True
mq3_136,3,True,1.0,True
mq3_137,3,False,0.0,False
mq3_138,3,False,0.0,False
mq3_139,3,True,1.0,True
mq3_140,3,True,1.0,True
mq3_141,3,True,1.0,True
mq3_142,3,False,0.0,False
mq3_143,3,True,1.0,True
mq3_144,3,True,1.0,True
mq3_145,3,True,1.0,True
mq3_146,3,True,1.0,True
mq3_147,3,True,1.0,True
mq3_148,3,True,1.0,True
mq3_149,3,True,1.0,True
